source,target
976913717093953537,897621394602823681
976913717093953537,1378751803890733057
976913717093953537,191198827
976913717093953537,1349392673011101703
976913717093953537,1282881743989755907
976913717093953537,1284952927979933696
976913717093953537,1233901032796758016
976913717093953537,1113353652
976913717093953537,4025517641
976913717093953537,1140673951699537920
976913717093953537,37798894
976913717093953537,400296688
976913717093953537,382848771
976913717093953537,964925181545328641
976913717093953537,38269511
976913717093953537,108433641
976913717093953537,2236186962
976913717093953537,139881077
976913717093953537,977262368303525891
976913717093953537,753222229329055749
976913717093953537,964400457933139970
976913717093953537,1137920328871661568
976913717093953537,1072642403671121921
976913717093953537,2247879205
976913717093953537,1045518712789446656
976913717093953537,1128635046431211522
976913717093953537,1185205393091375106
976913717093953537,2714625894
976913717093953537,1176083128949051395
976913717093953537,761016641245372416
976913717093953537,858368164937314305
976913717093953537,1029748542141812736
976913717093953537,965424740411346944
976913717093953537,2741090871
976913717093953537,57815946
976913717093953537,920667189031694338
976913717093953537,2415018961
976913717093953537,2709883959
976913717093953537,1034409277551796224
976913717093953537,111435783
1018525566897655813,2584001503
1018525566897655813,1034409277551796224
1018525566897655813,1301534209643876352
1018525566897655813,1243708484782370816
1018525566897655813,1091638984458018816
1018525566897655813,1464444704612036610
1018525566897655813,1029748542141812736
1018525566897655813,1418400805573599235
1018525566897655813,965424740411346944
1018525566897655813,4821373264
1018525566897655813,1000919571916828672
1175892442823966730,2584001503
1175892442823966730,1009173895067439104
1175892442823966730,1418400805573599235
1175892442823966730,1005089984360087552
1175892442823966730,915374558894583808
1175892442823966730,914356071459950592
1175892442823966730,1243708484782370816
1175892442823966730,851555645522411520
1175892442823966730,1091638984458018816
1175892442823966730,965424740411346944
1175892442823966730,794938164641198084
1175892442823966730,4821373264
1175892442823966730,927691402871558144
1175892442823966730,1172941663767019521
1175892442823966730,1029748542141812736
1175892442823966730,835484080758226945
1175892442823966730,1433921535899734018
1175892442823966730,4601787622
1175892442823966730,1034409277551796224
1175892442823966730,892800796995268608
1175892442823966730,1404953474434015232
1175892442823966730,1002013325713199104
1175892442823966730,2950590796
1175892442823966730,1176133459045179393
1175892442823966730,1009949833812217856
835484080758226945,2584001503
835484080758226945,1137920328871661568
835484080758226945,914356071459950592
835484080758226945,851555645522411520
835484080758226945,866366184916209665
835484080758226945,1172941663767019521
835484080758226945,4821373264
835484080758226945,1029748542141812736
835484080758226945,1507147010771726346
835484080758226945,965424740411346944
835484080758226945,927691402871558144
1037780362632613891,2924295729
1037780362632613891,226768645
1037780362632613891,1337641187168169985
1037780362632613891,188826252
1037780362632613891,1444683062357409799
1037780362632613891,1379437790761517061
1037780362632613891,1267394286624083969
1037780362632613891,2966937376
1037780362632613891,168664766
1037780362632613891,833836775290306561
1037780362632613891,987508136155246592
1037780362632613891,88722323
1037780362632613891,1211423189701545985
1037780362632613891,237899927
1037780362632613891,311457788
1037780362632613891,745383181
1037780362632613891,1024742744642732034
1037780362632613891,1151151296092577792
1037780362632613891,354675954
1037780362632613891,228850713
1037780362632613891,147970288
1037780362632613891,796479048671260672
1037780362632613891,1029808617749393410
1037780362632613891,3290194863
1037780362632613891,86409687
1037780362632613891,83942840
1037780362632613891,168244426
1037780362632613891,93376089
1037780362632613891,2275048962
1037780362632613891,381822920
1037780362632613891,171996451
1037780362632613891,1146303908
1037780362632613891,1060335181
1037780362632613891,2602176509
1037780362632613891,1010876670872612864
1037780362632613891,325773232
1037780362632613891,1058773878900752384
1037780362632613891,869172790586482688
1037780362632613891,349896619
1037780362632613891,29850971
1037780362632613891,2255038029
1037780362632613891,829947270
1037780362632613891,3050936841
1037780362632613891,1852872163
1037780362632613891,480437213
1037780362632613891,257924716
1037780362632613891,48133223
1037780362632613891,770783278878031872
1037780362632613891,180035389
1037780362632613891,1425897937
1037780362632613891,286020568
1037780362632613891,3063648453
1037780362632613891,1528326871
1037780362632613891,128603117
1037780362632613891,2261060632
1037780362632613891,328052033
1037780362632613891,257776071
1037780362632613891,358270342
1037780362632613891,3590688737
1037780362632613891,2306908359
1037780362632613891,203498890
1037780362632613891,252619912
794938164641198084,1009173895067439104
794938164641198084,1153069555880747010
794938164641198084,965424740411346944
794938164641198084,1000919571916828672
794938164641198084,1496026380
794938164641198084,1291151173823668225
794938164641198084,4520040333
794938164641198084,1139189432412770304
794938164641198084,1130272937674776579
794938164641198084,4601787622
794938164641198084,1091638984458018816
794938164641198084,1418400805573599235
794938164641198084,1243708484782370816
794938164641198084,377522515
794938164641198084,4821373264
794938164641198084,1002582369684152322
794938164641198084,1230490254282514442
794938164641198084,1318153122619981826
794938164641198084,1021577345772204034
794938164641198084,486759246
794938164641198084,1002013325713199104
794938164641198084,1121239848717828096
794938164641198084,1176133459045179393
794938164641198084,896156271526674432
794938164641198084,723915130887651328
794938164641198084,2950590796
794938164641198084,1021593485906984961
794938164641198084,742136762370248705
794938164641198084,945305050460643328
794938164641198084,1071077769877094400
794938164641198084,785623737525764096
794938164641198084,854369127833763846
794938164641198084,701154343358222336
794938164641198084,978830759116013573
753222229329055749,1009173895067439104
753222229329055749,1153069555880747010
753222229329055749,1034409277551796224
1230490254282514442,2698932008
1230490254282514442,2584001503
1230490254282514442,2195881435
1230490254282514442,866366184916209665
1230490254282514442,1301534209643876352
1230490254282514442,2236186962
1230490254282514442,1525120162239741952
1230490254282514442,1388246945572048898
1230490254282514442,1025325786369347584
1230490254282514442,896156271526674432
1230490254282514442,756365468189986817
1230490254282514442,778261403752955906
1230490254282514442,1002013325713199104
1230490254282514442,1381073386340777987
1230490254282514442,1328096336558886918
1230490254282514442,3015033700
1230490254282514442,486759246
1230490254282514442,1021577345772204034
1230490254282514442,1318153122619981826
1230490254282514442,4821373264
1230490254282514442,920667189031694338
1230490254282514442,1057826456741523458
1230490254282514442,924313915
1230490254282514442,1038579844433555456
1230490254282514442,1071077769877094400
1230490254282514442,1108215428797599744
1230490254282514442,628844923
1230490254282514442,1131720801546309634
1230490254282514442,2605552148
3518869515,363483558
3518869515,2313873457
3518869515,1448972234857586718
3518869515,754176985115525121
3518869515,1346362060385431553
3518869515,262799953
3518869515,349742366
3518869515,1338488741036498946
3518869515,3867802757
3518869515,93153252
3518869515,229247030
3518869515,120553287
3518869515,1301259100240719874
3518869515,140927249
3518869515,768491635336503296
3518869515,967865861376827392
3518869515,15413333
3518869515,477190319
3518869515,2614770456
3518869515,1057677041741512704
3518869515,741391364143915008
3518869515,1253151725646761984
3518869515,234480156
3518869515,889949951408713728
3518869515,628754597
3518869515,540769000
3518869515,1229110016
3518869515,1240726521200943104
3518869515,917786232817635328
1318153122619981826,2698932008
1318153122619981826,2584001503
1318153122619981826,2195881435
1318153122619981826,1000919571916828672
1318153122619981826,866366184916209665
1318153122619981826,4821373264
1318153122619981826,2605552148
375131663,2584001503
375131663,39107721
375131663,252619912
1507147010771726346,1029748542141812736
1507147010771726346,965424740411346944
1507147010771726346,1034409277551796224
2605552148,2584001503
2605552148,4892533193
2605552148,1163950164144513024
2605552148,1000919571916828672
2605552148,866366184916209665
2605552148,4821373264
2605552148,1563127120401817600
2605552148,1301534209643876352
2605552148,4520040333
2605552148,1025325786369347584
2605552148,1521586937689214977
2605552148,756365468189986817
2605552148,778261403752955906
2605552148,377522515
2605552148,1381073386340777987
2605552148,486759246
2605552148,905813008345178112
2605552148,1021577345772204034
2605552148,1071077769877094400
2605552148,628844923
2605552148,945305050460643328
2605552148,1058498204415782912
2605552148,1108215428797599744
2605552148,1024849250772045824
2605552148,924313915
1381073386340777987,2584001503
1381073386340777987,866366184916209665
1151151296092577792,226768645
1151151296092577792,203498890
1151151296092577792,252619912
1253151725646761984,363483558
1253151725646761984,1240726521200943104
1253151725646761984,628754597
778261403752955906,2584001503
778261403752955906,3001825543
778261403752955906,866366184916209665
778261403752955906,4821373264
2261060632,226768645
2261060632,203498890
2261060632,252619912
2261060632,257776071
710916597859352581,1029748542141812736
710916597859352581,965424740411346944
710916597859352581,1034409277551796224
1379437790761517061,2924295729
1379437790761517061,226768645
1379437790761517061,203498890
1379437790761517061,252619912
1379437790761517061,257776071
1379579323062046720,1029748542141812736
1379579323062046720,965424740411346944
1379579323062046720,1034409277551796224
382848771,1029748542141812736
382848771,965424740411346944
382848771,1034409277551796224
1448972234857586718,1229110016
1448972234857586718,1240726521200943104
1448972234857586718,628754597
1563127120401817600,2584001503
1563127120401817600,1029748542141812736
1563127120401817600,965424740411346944
1563127120401817600,1034409277551796224
461654047,2584001503
461654047,39107721
461654047,4892533193
461654047,1153069555880747010
461654047,1034409277551796224
461654047,1000919571916828672
461654047,1243708484782370816
978830759116013573,4892533193
978830759116013573,965424740411346944
978830759116013573,1034409277551796224
228850713,226768645
228850713,203498890
228850713,252619912
228850713,257776071
1378751803890733057,1029748542141812736
1378751803890733057,965424740411346944
1378751803890733057,1034409277551796224
1444683062357409799,226768645
1444683062357409799,203498890
1444683062357409799,252619912
2247879205,1029748542141812736
2247879205,965424740411346944
2247879205,1034409277551796224
854369127833763846,3001825543
854369127833763846,1034409277551796224
854369127833763846,4821373264
1267280201366540288,2698932008
1267280201366540288,2584001503
1267280201366540288,1034409277551796224
1267280201366540288,866366184916209665
2924295729,1029808617749393410
2924295729,188826252
2924295729,3290194863
2924295729,88722323
2924295729,325773232
2924295729,3050936841
2924295729,2602176509
2924295729,381822920
2924295729,226768645
2924295729,1211423189701545985
2924295729,745383181
2924295729,2255038029
2924295729,358270342
2924295729,3590688737
2924295729,3063648453
2924295729,128603117
2924295729,1425897937
2924295729,829947270
2924295729,1337641187168169985
2924295729,252619912
2924295729,1146303908
2924295729,1024742744642732034
2924295729,168664766
2924295729,257776071
2924295729,480437213
2924295729,1528326871
2924295729,2306908359
2924295729,203498890
2313873457,39107721
2313873457,363483558
2313873457,55903101
2313873457,628754597
742136762370248705,4892533193
742136762370248705,3001825543
742136762370248705,4821373264
229247030,39107721
229247030,1240726521200943104
229247030,628754597
2709883959,2584001503
2709883959,1029748542141812736
2709883959,965424740411346944
2709883959,1034409277551796224
2741090871,1029748542141812736
2741090871,965424740411346944
2741090871,1034409277551796224
701154343358222336,965424740411346944
701154343358222336,1034409277551796224
917786232817635328,363483558
917786232817635328,1240726521200943104
917786232817635328,628754597
1433921535899734018,1029748542141812736
1433921535899734018,965424740411346944
1123759949560074240,1163950164144513024
1123759949560074240,866366184916209665
1123759949560074240,4821373264
1123759949560074240,1243708484782370816
977254125351178241,1029748542141812736
977254125351178241,965424740411346944
977254125351178241,1034409277551796224
1267394286624083969,226768645
1267394286624083969,203498890
1267394286624083969,252619912
1267394286624083969,257776071
1464444704612036610,1060977620861497344
1464444704612036610,1000919571916828672
1464444704612036610,4821373264
38269511,1029748542141812736
38269511,965424740411346944
38269511,1034409277551796224
4025517641,965424740411346944
4025517641,1034409277551796224
774300051468320768,3001825543
774300051468320768,1029748542141812736
774300051468320768,965424740411346944
774300051468320768,1034409277551796224
2255038029,226768645
2255038029,203498890
2255038029,252619912
2255038029,257776071
1060335181,226768645
1060335181,203498890
1060335181,252619912
262799953,1229110016
262799953,1240726521200943104
262799953,628754597
101861970,1388246945572048898
101861970,1121239848717828096
101861970,770783278878031872
101861970,768491635336503296
101861970,480437213
101861970,29850971
101861970,128603117
101861970,15413333
101861970,2361220447
101861970,171996451
101861970,2978981145
101861970,3015033700
101861970,237307167
101861970,55903101
101861970,139881077
15413333,39107721
15413333,1240726521200943104
15413333,628754597
93376089,226768645
93376089,203498890
93376089,252619912
1137920328871661568,1029748542141812736
1137920328871661568,965424740411346944
1137920328871661568,1034409277551796224
3047914591,1029748542141812736
3047914591,965424740411346944
3047914591,1034409277551796224
1521586937689214977,4892533193
1521586937689214977,3001825543
1521586937689214977,4821373264
48133223,226768645
48133223,203498890
48133223,252619912
48133223,257776071
914356071459950592,1034409277551796224
1301534209643876352,2584001503
1301534209643876352,4821373264
1284952927979933696,1029748542141812736
1284952927979933696,965424740411346944
1284952927979933696,1034409277551796224
1140673951699537920,1029748542141812736
1140673951699537920,965424740411346944
1140673951699537920,1034409277551796224
1153806900988973056,1029748542141812736
1153806900988973056,965424740411346944
1153806900988973056,1034409277551796224
1009949833812217856,3001825543
1009949833812217856,1029748542141812736
1009949833812217856,1034409277551796224
191198827,1029748542141812736
191198827,1009173895067439104
191198827,965424740411346944
191198827,1034409277551796224
257924716,226768645
257924716,203498890
257924716,252619912
257924716,257776071
933043674954551297,226768645
933043674954551297,203498890
933043674954551297,252619912
933043674954551297,257776071
139881077,1029748542141812736
139881077,965424740411346944
139881077,1034409277551796224
139881077,55903101
1024849250772045824,2698932008
1024849250772045824,2584001503
1024849250772045824,2195881435
1024849250772045824,866366184916209665
1024849250772045824,4821373264
978005736918863872,2698932008
978005736918863872,1029748542141812736
978005736918863872,965424740411346944
978005736918863872,1034409277551796224
978005736918863872,866366184916209665
1307743919606845440,1029748542141812736
1307743919606845440,965424740411346944
1307743919606845440,1034409277551796224
927691402871558144,965424740411346944
1025325786369347584,2584001503
1025325786369347584,2195881435
1025325786369347584,866366184916209665
915535605211320320,1029748542141812736
915535605211320320,965424740411346944
915535605211320320,1034409277551796224
3867802757,1240726521200943104
3867802757,628754597
1059252857902370816,2584001503
1059252857902370816,1009173895067439104
1059252857902370816,1153069555880747010
1059252857902370816,4821373264
1059252857902370816,1243708484782370816
1108215428797599744,2698932008
1108215428797599744,2584001503
1108215428797599744,3001825543
1108215428797599744,866366184916209665
1029748542141812736,2584001503
1029748542141812736,1060977620861497344
1029748542141812736,3001825543
1029748542141812736,851555645522411520
1029748542141812736,912805771032895488
1029748542141812736,1299399758335873028
1029748542141812736,1130272937674776579
1029748542141812736,866366184916209665
1029748542141812736,1147976796572459014
1029748542141812736,1418400805573599235
1029748542141812736,1243708484782370816
1029748542141812736,1057745356375629824
1029748542141812736,343524128
1029748542141812736,1225236628786044929
1029748542141812736,1172941663767019521
1029748542141812736,2714625894
1029748542141812736,1428000137767489543
1029748542141812736,1384618311409934336
1029748542141812736,1113048665604743169
1029748542141812736,1282881743989755907
1029748542141812736,1091638984458018816
1029748542141812736,1518559338092236801
1029748542141812736,4601787622
1029748542141812736,965424740411346944
1029748542141812736,1451739298722729986
1029748542141812736,1349392673011101703
1029748542141812736,4821373264
1029748542141812736,912631294114312192
1029748542141812736,1404953474434015232
1029748542141812736,1100112336323600385
1029748542141812736,1233901032796758016
1029748542141812736,796861315
1029748542141812736,37798894
1029748542141812736,3015033700
1029748542141812736,1128635046431211522
1029748542141812736,1144213942748815361
1029748542141812736,1050404682638786560
1029748542141812736,1091187407247024128
1029748542141812736,108433641
1029748542141812736,915374558894583808
1029748542141812736,739264806
1029748542141812736,1113353652
1029748542141812736,534286626
1029748542141812736,1185205393091375106
1029748542141812736,1134981191373918210
1029748542141812736,829328920562524160
1029748542141812736,964400457933139970
1029748542141812736,1056865676428800000
1029748542141812736,71863061
1029748542141812736,1176083128949051395
1029748542141812736,892800796995268608
1029748542141812736,720419957478010880
1029748542141812736,4130953066
1029748542141812736,1152369659615875074
1029748542141812736,238241780
1029748542141812736,1045518712789446656
1029748542141812736,111435783
1029748542141812736,2874463000
1029748542141812736,707644724996382721
1029748542141812736,1021593485906984961
1029748542141812736,400296688
1029748542141812736,977262368303525891
1029748542141812736,710965618569310210
1029748542141812736,1113518443201011712
1029748542141812736,2415018961
1029748542141812736,4085818709
1029748542141812736,57815946
1029748542141812736,761016641245372416
1029748542141812736,1034409277551796224
1029748542141812736,920667189031694338
1029748542141812736,2978981145
1029748542141812736,830433483029876736
1029748542141812736,919002221815181317
1029748542141812736,858368164937314305
1009173895067439104,1243708484782370816
1009173895067439104,4821373264
1009173895067439104,1418400805573599235
1009173895067439104,1291151173823668225
1009173895067439104,1034409277551796224
1009173895067439104,400296688
1009173895067439104,912631294114312192
1009173895067439104,1139189432412770304
1009173895067439104,1153069555880747010
965424740411346944,2584001503
965424740411346944,1060977620861497344
965424740411346944,1172941663767019521
965424740411346944,1465209825797840902
965424740411346944,1299399758335873028
965424740411346944,1428000137767489543
965424740411346944,1130272937674776579
965424740411346944,1282881743989755907
965424740411346944,1418400805573599235
965424740411346944,1000919571916828672
965424740411346944,1113048665604743169
965424740411346944,1384618311409934336
965424740411346944,1057745356375629824
965424740411346944,1144213942748815361
965424740411346944,4601787622
965424740411346944,1091638984458018816
965424740411346944,4821373264
965424740411346944,796861315
965424740411346944,1451739298722729986
965424740411346944,1404953474434015232
965424740411346944,108433641
965424740411346944,37798894
965424740411346944,761016641245372416
965424740411346944,1056865676428800000
965424740411346944,1233901032796758016
965424740411346944,829328920562524160
965424740411346944,1072642403671121921
965424740411346944,739264806
965424740411346944,1176083128949051395
965424740411346944,1185205393091375106
965424740411346944,534286626
965424740411346944,1176133459045179393
965424740411346944,1005089984360087552
965424740411346944,1113518443201011712
965424740411346944,238241780
965424740411346944,1050404682638786560
965424740411346944,1134981191373918210
965424740411346944,1152369659615875074
965424740411346944,2714625894
965424740411346944,1100112336323600385
965424740411346944,1128635046431211522
965424740411346944,915374558894583808
965424740411346944,964400457933139970
965424740411346944,1091187407247024128
965424740411346944,57815946
965424740411346944,977262368303525891
965424740411346944,892800796995268608
965424740411346944,1021593485906984961
965424740411346944,1045518712789446656
965424740411346944,919002221815181317
965424740411346944,400296688
965424740411346944,4130953066
965424740411346944,1034409277551796224
965424740411346944,71863061
965424740411346944,710965618569310210
965424740411346944,2236186962
965424740411346944,830433483029876736
965424740411346944,2874463000
965424740411346944,920667189031694338
965424740411346944,4085818709
965424740411346944,858368164937314305
965424740411346944,2415018961
965424740411346944,2978981145
965424740411346944,111435783
965424740411346944,897621394602823681
965424740411346944,720419957478010880
756365468189986817,2698932008
756365468189986817,2584001503
897621394602823681,1034409277551796224
252619912,226768645
252619912,203498890
252619912,745383181
252619912,987508136155246592
252619912,188826252
252619912,168244426
252619912,833836775290306561
252619912,1337641187168169985
252619912,796479048671260672
252619912,2966937376
252619912,237899927
252619912,1010876670872612864
252619912,86409687
252619912,1211423189701545985
252619912,88722323
252619912,1024742744642732034
252619912,147970288
252619912,2275048962
252619912,2306908359
252619912,1029808617749393410
252619912,325773232
252619912,1058773878900752384
252619912,257776071
252619912,869172790586482688
252619912,311457788
252619912,3050936841
252619912,83942840
252619912,3290194863
252619912,349896619
252619912,2602176509
252619912,770783278878031872
252619912,3590688737
252619912,358270342
252619912,4829969135
252619912,128603117
252619912,4810761495
252619912,4689659762
252619912,171996451
252619912,2893434615
252619912,829947270
252619912,480437213
252619912,1146303908
252619912,1425897937
252619912,1528326871
252619912,3063648453
252619912,286020568
252619912,168664766
252619912,97284004
252619912,328052033
252619912,1852872163
252619912,180035389
252619912,381822920
252619912,354675954
39107721,124037607
39107721,754176985115525121
39107721,1001891389402238977
39107721,967865861376827392
39107721,1346362060385431553
39107721,120553287
39107721,1338488741036498946
39107721,1057677041741512704
39107721,3015033700
39107721,741391364143915008
39107721,238241780
39107721,55903101
1139189432412770304,1153069555880747010
1388246945572048898,2698932008
1388246945572048898,866366184916209665
1388246945572048898,4821373264
866366184916209665,2698932008
866366184916209665,2584001503
866366184916209665,2195881435
866366184916209665,1163950164144513024
866366184916209665,1034409277551796224
866366184916209665,1000919571916828672
866366184916209665,1418400805573599235
866366184916209665,1525120162239741952
866366184916209665,1518559338092236801
866366184916209665,4462572689
866366184916209665,1091638984458018816
866366184916209665,3648562336
866366184916209665,924313915
866366184916209665,1243708484782370816
866366184916209665,628844923
866366184916209665,1021577345772204034
866366184916209665,1002582369684152322
866366184916209665,817919240703451136
866366184916209665,1038579844433555456
866366184916209665,905813008345178112
866366184916209665,1176133459045179393
866366184916209665,1131720801546309634
866366184916209665,1071077769877094400
866366184916209665,2236186962
866366184916209665,920667189031694338
866366184916209665,1058498204415782912
866366184916209665,1057826456741523458
866366184916209665,1026194714192764928
866366184916209665,4821373264
1001891389402238977,3001825543
1001891389402238977,744616518860832768
1518559338092236801,2584001503
1518559338092236801,1163950164144513024
1131720801546309634,2584001503
1131720801546309634,4821373264
1176083128949051395,1034409277551796224
4462572689,2584001503
4462572689,1033910643269754882
4462572689,4821373264
4462572689,1243708484782370816
817919240703451136,2584001503
817919240703451136,2195881435
817919240703451136,1163950164144513024
817919240703451136,4821373264
817919240703451136,1243708484782370816
1282881743989755907,1034409277551796224
1451739298722729986,1034409277551796224
720419957478010880,1034409277551796224
1299399758335873028,1034409277551796224
1299399758335873028,4821373264
237899927,226768645
237899927,203498890
237899927,257776071
1056865676428800000,1163950164144513024
1056865676428800000,1034409277551796224
1134981191373918210,1034409277551796224
1152369659615875074,1034409277551796224
747872014208229376,2584001503
747872014208229376,1000919571916828672
747872014208229376,1243708484782370816
1328096336558886918,2698932008
1328096336558886918,2584001503
1328096336558886918,3001825543
1328096336558886918,4821373264
829328920562524160,1034409277551796224
3648562336,2195881435
3648562336,3001825543
3648562336,1034409277551796224
1428000137767489543,1034409277551796224
628754597,363483558
628754597,1240726521200943104
628754597,120553287
628754597,754176985115525121
628754597,1346362060385431553
628754597,349742366
628754597,1338488741036498946
628754597,1301259100240719874
628754597,93153252
628754597,140927249
628754597,889949951408713728
628754597,1057677041741512704
628754597,967865861376827392
628754597,768491635336503296
628754597,477190319
628754597,2614770456
628754597,741391364143915008
628754597,234480156
628754597,540769000
796861315,1034409277551796224
1091638984458018816,2584001503
1091638984458018816,2195881435
1091638984458018816,1163950164144513024
1091638984458018816,1153069555880747010
1091638984458018816,1034409277551796224
1091638984458018816,1000919571916828672
1091638984458018816,4821373264
1091638984458018816,1243708484782370816
477190319,363483558
477190319,1240726521200943104
1091187407247024128,2584001503
1091187407247024128,1034409277551796224
1233901032796758016,1034409277551796224
1057745356375629824,1163950164144513024
1057745356375629824,1034409277551796224
1057745356375629824,4821373264
711619102817837056,2584001503
711619102817837056,2195881435
711619102817837056,1034409277551796224
